unstained,더렵혀지지않은
tylectomy,못절제술
nailery,못제작소
mongolia,몽고
mongol,몽고 사람
mongolian,몽고 사람
xanthous,몽고 인종의
mongolic,몽고어군
mongolism,몽고증
mongoose,몽구스
fustigate,몽둥이로 때리다
stumpy,몽똑한
blur,몽롱
haze,몽롱
hazily,몽롱하게
mistily,몽롱하게
obscured,몽롱한
hazy,몽롱한
nighthag,몽마
mourning,몽상
visional,몽상적인
mourn,몽상하다
sleepwalking,몽유병
somnambulate,몽유하다
nightwalking,몽중 보행
noctambulism,몽중보행
montage,몽타주
photomontage,몽타주 사진
identikit,몽타주식 얼굴 사진 합성 장치
montparnase,몽파르나스
faerieland,몽환경
faerie,몽환적인
faery,몽환적인
touche,묘답
rosebud,묘령의소녀
nurseryman,묘목상
zest,묘미
aromatic,묘미있는
depictive,묘사적인
gravestone,묘석
tombstone,묘석
graveyard,묘지
lichgate,묘지의 대문
insignificance,무가치
unworthily,무가치하게
handsoff,무간섭의
familiarity,무간함
insensitivity,무감각
stupor,무감각
atarxy,무감동
impassivity,무감동
laidback,무감동적인
atony,무강세
atonic,무강세의
phaeton,무개 자동차의 일종
droshky,무개4륜마차
thoughtless,무개념
ponderosity,무거움
weightiness,무거움
imponderable,무게가 없는
ponderable,무게가 있는
equiponderant,무게가 평균된
weightless,무게가없는
weighable,무게를 달 수 있는
preponderate,무게에 있어서 더하다
preponderance,무게에 있어서의 우위
equiponderance,무게의 균형
hundredweight,무게의 단위
ponderability,무게있음
sterility,무결과
aclinic,무경각의
unopposed,무경쟁의
inexperience,무경험
greener,무경험 직공
impeachement,무고죄
spineless,무골 충의
agranulocyte,무과립 백혈구
nofault,무과실 손해 배상제도의
unblamable,무과실의
irrelevance,무관
anarthrous,무관사의
aloof,무관심의
indifferentism,무관심의
unconcernedly,무관심하게
uncrown,무관의
unceremonious,무관한
flating,무광 칠
deadening,무광도료
azyme,무교병
philistinism,무교양
uneducated,무교육
nonaccess,무교접
immaculacy,무구
armourer,무구장색
infinitude,무궁
immortality,무궁
railless,무궤도의
germfree,무균
asepsis,무균법
unpaid,무급의
wageless,무급의
weaponeer,무기 설계자
micronutrient,무기 염류
unarmed,무기가 없는
artless,무기교의
inanimattion,무기력
languor,무기력
weaponry,무기류
axenic,무기생물의
inorganic,무기성의
abiochemistry,무기화학
cutoff,무께에서 자른 청바지
dilapidation,무너짐
illogic,무논리
anencephaly,무뇌증
anuresis,무뇨
snappish,무는 버릇이 있는
biter,무는 사람
gnawer,무는 사람
helpnessness,무능
inadequacy,무능
incapability,무능
nonability,무능
incompetence,무능력
incompetency,무능력
incompetent,무능력의
incapacitation,무능력하게 함
incapable,무능자
cripple,무능하게 하다
tapestry,무늬 놓은 두꺼운 천
figured,무늬 있는
hodden,무늬가 없는 거친 나사
glyptic,무늬가 있는
tapis,무늬놓은 두꺼운 테이블 보
unsecured,무담보의
psychic,무당
exorcist,무당
shaman,무당
sibyl,무당
ladybird,무당벌레
ladybug,무당벌레
mediumistic,무당의
sugarless,무당의
offstage,무대 뒤의
trapcellar,무대 마루 밑 지하실
mezzanine,무대 밑
sceneshifter,무대 장치 담당자
sceneman,무대 장치계
stagehand,무대계원
backstage,무대뒤
parterre,무대부분의뒤쪽좌석
staged,무대에 올려진
onstage,무대위의
upstage,무대의 뒤쪽으로
easygoing,무던하다
gravedigger,무덤 파는 일꾼
unburied,무덤에서 발굴된
disentomb,무덤에서 파내다
untombh,무덤에서 파내다
sultrily,무덥게
orchestics,무도법
chorea,무도병
tarantism,무도병
ballroom,무도실
acephalous,무두의
tanner,무두장이
tannage,무두질
tanning,무두질
horsecollar,무득점
scoreless,무득점인
bluntly,무디게
pointless,무딘
crenation,무딘 톱날 모양
crenate,무딘 톱날 모양의
crenellated,무딘 톱날 모양의
crenature,무딘 톱날 모양의 구조
aurelia,무럼해파리속
helplessness,무력
ineffectuality,무력
anergy,무력 체질
incapacity,무력무능력
dragonnade,무력박해
armipotent,무력이 뛰어난
asthenic,무력증의
disenable,무력하게 하다
disable,무력하게하다
ineffective,무력한
ineffectual,무력한
disablement,무력화
disrespect,무례
discourteous,무례한
disrespectful,무례한
nullify,무로하다
rapscallion,무뢰한
varmint,무뢰한
gratis,무료로
tedious,무료하다
infallibility,무류성
submissively,무르게
flimsy,무른
submissive,무른
frailty,무름
kneehole,무릎  공간
kneeroom,무릎 공간
genuflection,무릎 꿇기
kneehigh,무릎 높이의
kneecapping,무릎 쏘기
kneedeep,무릎깊이의
kneelength,무릎까지 오는
lederhosen,무릎까지 오는 가죽 바지
pettipants,무릎까지 오는 여자용 긴 팬티
genuflect,무릎꿇고 절하다
kneel,무릎꿇다
kneecap,무릎받이
kneelet,무릎받이
hassock,무릎방석
lapful,무릎에 가득
lapboard,무릎에 올려 높는 테이블 대용의 평판
weakkneed,무릎에 힘이 없는
genualp,무릎의
halo,무리
surd,무리수
appeasement,무마
acrotism,무맥증
hoveller,무면허 수로 안내인
bonesetter,무면허접골사
anonymity,무명
balbriggan,무명 메리야스의 일종
cherrystone,무명 조개
cottony,무명같은
velveteen,무명벨벳
neverwas,무명으로 끝난 사람
nobody,무명인
headlong,무모하게
rashly,무모하게
recklessly,무모하게
daredevil,무모한
foolhardy,무모한
indirection,무목적
pantagruelism,무무하고 풍자적
unmannerly,무무한
flatness,무미
tasteless,무미
dryness,무미건조
dryly,무미건조하게
anura,무미류
anuran,무미류의
anurous,무미의
acappella,무반주 음악
guardless,무방위의
apogamy,무배 생식
anovulation,무배란
anorulatory,무배란의
aleukia,무백증
flagitious,무법한
unruly,무법한
attested,무병보증된
unrewarded,무보수의
unattached,무보직의
fogbank,무봉
imperishability,무부패성
unloaded,무부하
irrationalism,무분별
unreason,무분별
unreasonably,무분별하게
illadvisedly,무분별하게도
matchless,무비의
stigmatism,무비점 수차
selfrenunciation,무사
verruca,무사마귀
amitosis,무사분열
prudenism,무사주의
unproductive,무산
unconditionally,무상
fleeting,무상
achromatism,무색
overshadow,무색하게 만들다
extinguish,무색하게 하다
azoic,무생물 시대의
azioc,무생물시대의
fearsome,무서운
horrendous,무서운
bugaboo,무서운것
bugbear,무서운것
grimness,무서움
horrifically,무서워서
eerily,무서워하여
frightfully,무섭게
horrify,무섭게 하다
luxuriance,무성
overgrowth,무성
agamogenesis,무성 생식
tenuis,무성 파열음
agamous,무성생식의
gemma,무성아
unvoice,무성으로 발음하다
voiceless,무성음의
devocalize,무성음화하다
devoice,무성음화하다
asexual,무성의
genderless,무성의
sexless,무성의
unvoiced,무성의
slopppy,무성의하다
unstratfied,무성충
flourishing,무성하는
thrifty,무성하는
luxuriate,무성하다
profuse,무성하다
exuberant,무성한
exuberance,무성함
acellular,무세포의
rhinoceros,무소
omnipotent,무소불위
nonpartisan,무소속
crossbencher,무소속의원
crossbench,무소속의원석
incalculability,무수
anhydride,무수물
anhydrite,무수석고
anhydrous,무수의
anastigmat,무수차렌즈
incalculably,무수히
achilary,무순판의
someway,무슨 수로든
stickatnothing,무슨 일에나 서슴지 않는
zamindar,무슬림 지배하의 공조 징수 관리
unread,무식한
untaught,무식한
knownothing,무식한
stolidity,무신경
atheism,무신론
atheistic,무신론의
apikoros,무신론자
atheismist,무신론자
irreligion,무신앙
unfaith,무신앙
inattention,무심
blurt,무심결에말하다
unaware,무심히
peerless,무쌍의
unequaled,무쌍한
delirium,무아경
ecstasy,무아경
delirious,무아경의
ecstatic,무아경의
nohitter,무안타 경기
aneroid,무액의
moorish,무어 사람의
moor,무어사람
dumbness,무언
whatisit,무언가
mummery,무언극
mummer,무언극 배우
whereinto,무엇 속으로
whereon,무엇 위에
allpurpose,무엇에든 쓸 수 있는
dabster,무엇이든 함부로 덤비는 사람
whatsis,무엇이라던가 하는것
something,무엇인가
trafficker,무역업자
leadfree,무연의
leadless,무연의
nonleaded,무연의
unleaded,무연의
anthracite,무연탄
afebrile,무열의
errantry,무예수련
selfless,무욕의
deadwood,무용지물
excrescence,무용지물
rotter,무용지물
akinesia,무운동
rhymeless,무운의
amenorrhea,무월경
accidie,무위
vegetative,무위 도식의
vegetablize,무위도식하다
disutility,무익
inutility,무익
unnecessarily,무익하게
uselessly,무익하게
infructuous,무익한
resultless,무익한
unavailing,무익한
cabtrack,무인택시
broke,무일푼
penniless,무일푼
deadheading,무임승차
stowaway,무임승차자
ineligibility,무자격
acotyledon,무자엽식물
hitormiss,무작정의
disarmament,무장
arming,무장
kavass,무장 경관
disarm,무장 해제하다
unarm,무장 해제하다
gunship,무장 헬리곱터
carrack,무장상선
armored,무장한
nonresistance,무저항
nonresistant,무저항주의자
satyagraha,무저황 불복종 운동
diaphone,무적
invincibility,무적
thd,무적 함대
undefeatable,무적의
sparker,무전 기사
insobriety,무절제
inviscid,무점성의
anarchy,무정부
anarchism,무정부상태의
anarchic,무정부의
astaticism,무정위
astatic,무정위의
unkindly,무정하게
hardhearted,무정한
inclemency,무정함
atonalism,무조 음악의 악곡
atonality,무조성
atonal,무조의
amorphism,무조직
amorphous,무조직의
apod,무족 동물
irreligious,무종교
paganism,무종교
pagan,무종교자
exculpation,무죄
exculpate,무죄로하다
astylar,무주식의
weightlessness,무중력
weighless,무중력 상태인
agravic,무중력상태의
unwisdom,무지
insipience,무지 은둔
iridescent,무지개 빛깔의
bifrost,무지개다리
iridescence,무지개빛
prismatic,무지개빛의
prismical,무지개빛의
prismy,무지개빛의
steelhead,무지개송어
thenar,무지구
clueless,무지한
unintelligent,무지한
inoccupation,무직
jobless,무직의
straggling,무질서하게 나아가다
straggly,무질서하게 나아가다
bloodily,무참하게
irresponsibility,무책임
adore,무척 좋아하다
exult,무척기뻐하다
invertebrate,무척추 동물
wholefood,무첨가 식물
odorless,무취
mook,무크
blindly,무턱대고
analgesia,무통각증
undefeated,무패의
apospory,무포자 생식
unmarked,무표의
null,무표정의
amimia,무표정증
doldrums,무풍대
infinity,무한대
indefiniteness,무한정
measureless,무한한
immortally,무한히
infinitely,무한히
uncircumcision,무할례
innocency,무해
hurtless,무해한
speakeasy,무허가 술집
bloodmobile,무혈의
incorporeity,무형
fogbow,무홍
fig,무화과
caprification,무화과의 가루받이 촉진법
soapberry,무환자나무
invalidity,무효
nullification,무효
annulment,무효 선언
stultify,무효가 되게 하다
inefficacy,무효과
inefficiency,무효력
invalidate,무효로 만들다
infirmatory,무효로 하는
voider,무효로 하는 사람
neutralizer,무효로 하는것
negate,무효로 하다
vitiate,무효로 하다
indefeasible,무효로 할 수 없는
defeasible,무효로 할 수 있는
invalidation,무효로 함
rescissory,무효로하는
annul,무효로하다
neutralize,무효로하다
repeal,무효로하다
rescind,무효로하다
revoke,무효로하다
mistrial,무효심리
futile,무효의
unavailable,무효의
nullity,무효의 행위
neutralization,무효화
vitiation,무효화
bayadere,무희
condonation,묵과
condone,묵과하다
eyesonly,묵독만 하는
shelving,묵살
retreatant,묵상자
contemplative,묵상적인
beeswing,묵은 포도주
chaplet,묵주 신공
paternoster,묵주의 큰 구슬
fallow,묵히고 있는
untied,묶이지 않은
dooryard,문 앞 뜰
doorless,문 없는
doorway,문간
vestibule,문간방
vestivular,문간방의
bibliotheca,문고
gatepost,문기둥
paragraphs,문단
dialog,문답
interlocution,문답
lepra,문둥병
leper,문둥이
orderless,문란
contextual,문맥상의
unlettered,문맹의
laws,문물
stationer,문방구상
벼루,문방사우
analphabetic,문뱅의
grammarian,문법가
grammaticality,문법성
tagmeme,문법소
solecism,문법위반
grammatcal,문법의
condolatory,문상의
condole,문상하다
secretariate,문서과
incorporation,문서병합
literarism,문어주의
feuilleton,문예란
literator,문인
litterateur,문인
literati,문인들
graphonomy,문자학
literation,문자화
stylist,문장가
armory,문장학
heraldry,문장학
heraldic,문장학의
impeach,문제삼다
problematical,문제의
scouring,문지르기
rubagainst,문지르다
doorsill,문지방
sill,문지방
pencraft,문체
stylistics,문체론
stylistic,문체의
interrogating,문초
foretold,문치
rux,문통
doorcase,문틀
doorplate,문패
quilldriver,문필가
anastomose,문합하다
philology,문헌학
philologygist,문헌학자
opendoor,문호개방
culturati,문화인들
nonmaterial,문화적인
culturology,문화학
enculturation,문화화
bogwood,묻힌나무
serosity,물 같음
hubblebubble,물 담뱃대
stoup,물 따르는 그릇
grog,물 탄 화주
cistern,물 탱크
indexed,물가 슬라이드방식의
valorization,물가 안정책
ops,물가 통제국
hcl,물가고
cutwater,물가름
ashore,물가에
waterfront,물가의 땅
alluvion,물가의 신생지
waterscape,물가의 풍경
webbed,물가퀴가 달린
flippers,물갈퀴
dye,물감
dyestuff,물감
serous,물같은
sealrookery,물개 번식기
sealery,물개 어업
sealing,물개잡이
brushwood,물거리
shopper,물건 사는 손님
schmear,물건문제
tailing,물건의 마지막 부분
ripple,물결모양
corrugation,물결주름
undulatory,물결치는
fishskin,물고기 껍질
ichthyoid,물고기 꼴의
flake,물고기 말리는 덕
ichthyic,물고기 모양의
circulus,물고기 비늘의 나이테
fishbone,물고기 뼈
ichthyophagist,물고기 상식자
ichthyolite,물고기 화석
fishy,물고기같은
jowl,물고기의 대가리
ichthyo,물고기의 뜻
berry,물고기의 알-열매가 열리다
pisces,물고기자리
aquaphobia,물공포
blunge,물과 섞어 반죽하다
handstand,물구나무서기
headstand,물구나무서기
sapless,물기 없는
undrained,물기가 남아 있는
washy,물기가 많은
aquosity,물기가있음
waterspout,물기둥
hooka,물담뱃대
untinted,물들이지 않은
dyed,물들인
plover,물떼새
dotterel,물떼새의 일종
mullah,물라
mammee,물레나물과의 교목
heritability,물려줄 수 있음
scour,물로 씻어내다
logistics,물류
physio,물리
satiatation,물리게 하다
satiate,물리게 하다
sate,물리게 하다
cloy,물리도록먹이다
physiatrist,물리요법 의사
outdo,물리쳐 이기다
galvani,물리학자
pascal,물리학자
physicist,물리학자
superphysical,물리학적으로 설명할 수 없는
sateless,물릴 줄 모르는
fleabite,물림
clapboard,물막이 판자
slant,물매
whirligig,물매암이
barter,물물교환 하다
ferrule,물미
floatboard,물받이 판자
milldam,물방아용 둑
millrace,물방아용 물줄기
millpond,물방아용 저수지
millhand,물방앗간의 일꾼
guttiform,물방울 모양의
guttate,물방울 모양의
gutta,물방울 장식
cottonmouth,물뱀
cyclops,물벼룩
daphnia,물벼룩류
ewer,물병
aquarius,물병자리
aquqrian,물병자리 태생의 사람
dashboard,물보라 막이
bilgy,물비린내가 나는
sprinkler,물뿌리개
waterfowl,물새
waterfowler,물새 사냥꾼.
submersed,물속에 잠긴
aquatic,물속에사는 수생 동물
submerged,물속에서 자라는
submergence,물속으로 잠김
hylotheism,물시신론
fetish,물신
fetism,물신 숭배
fetistic,물신 숭배의
drencher,물약 먹이는 기구
quaere,물어보라
envenomization,물어서 생기는 중독
whelm,물에 담그다
floodwood,물에 떠내려오는 재목
natant,물에 떠도는
waterborne,물에 떠있는
sluice,물에 띄워 보내다
drowning,물에 빠져 있는
watersoak,물에 잠그다<적시다>
flooded,물에 잠긴
watersplash,물에 잠긴 도로
overwash,물에 잠김
slurry,물에 점토
logged,물에 젖어 무거워진
waterlog,물에 흠뻑 적셔물에 뜨지 않게 하다
caddisworm,물여우
bluebill,물오리
hydrotherapeutics,물요법
sump,물웅덩이
skipjack,물위로 뛰어오르는 물고기
dabble,물을 튀기다
swash,물을 튀기다
discussing,물의
swollen,물이 불은
waterlogged,물이 스며든
sphagnum,물이끼
sphagnous,물이끼가 많은
noumenon,물자체
thinginitself,물자체
paddler,물장난 치는 사람
paddle,물장난하다
banker,물주
pitcher,물주전자
pitcherful,물주전자 하나 가득의 양
corporeity,물질성
blister,물집
pustule,물집
blistering,물집이 생기게 하는
blisery,물집이 있는
kingfisher,물총새
kookaburra,물총새의 일종
whiffletree,물추리 막대
undiluted,물타지 않은
bucket,물통
cask,물통
tally,물표
rockrose,물푸레나무과의 식물
ashkey,물푸레나무의 익과
octroi,물품입시세
hylozoic,물활론의
animist,물활론자
hylozoist,물활론자
animistic,물활론적인
animism,물활설
motionless,뭄짓으로 신호하다
woolpack,뭉개구름
simmer,뭉근 불로 익히다
spuddy,뭉뚝한
stubby,뭉뚝한
dumpiness,뭉뚝함
caky,뭉쳐진
wadge,뭉치
pudgy,뭉툭하다
blocky,뭉툭한
whatchamacallit,뭐라던가
munich,뮌헨
muse,뮤즈 의 신
mnemosyne,므네모시네
brunette,므루네트인-브루네트인 여자
mbira,므비라
american,미
interamerican,미 대륙간의
schizy,미 정신 분열증의 , 다중 인격의
unaesthetic,미가 결핍된
micah,미가서
michael,미가엘
gradienter,미각계
gustatory,미각의
aesthete,미각자
inedited,미간행
unpublished,미간행
barbarism,미개
uncultivated,미개간의
primitivism,미개상태.
heathen,미개인
hottentot,미개인
bushcraft,미개지에서 살아가는 지혜
outback,미개척의 오지
backcountry,미개척지
barbarian,미개한
uncivil,미개한
uncivilized,미개한
pendency,미결
undecided,미결의
suspense,미결정
pendent,미결정의
pending,미결정의
unexperienced,미경험의
uninitiated,미경험자
micropaleontology,미고생물학
microporous,미공성의
blazonry,미관
ppapilla,미관구
glimmer,미광
glimmering,미광
discoverer,미국 공군의 인공 위성
gop,미국 공화당의 미칭
faaas,미국 과학 진흥회 회원
pentagonese,미국 관청 용어
nba,미국 권투 협회
declarant,미국 귀화 신청자
dixieie,미국 남부 제주의 별칭
alabama,미국 남부의
dixiecrat,미국 남부의 민주당 탈당파
tarpon,미국 남해안산의 큰 물고기
tautog,미국 대서양 연안산 도미류의 물고기
sticktight,미국 도깨비 바늘
hellbender,미국 도롱뇽
hsus,미국 동물 애호 협회
plymouth,미국 메사추세츠주의 도시
portland,미국 메인주의 항구 도시
antiamerican,미국 방침에 반대하는 사람
veep,미국 부통령
yanqui,미국 사람의
copperhead,미국 살무사
ccus,미국 상업 회의소
grama,미국 서부 및 서남부에 많은 목초
westernism,미국 서부 특유의 어법
utah,미국 서부의 주
gras,미국 식품 의약국의 합격증
yanquiology,미국 외교 정책 연구
avc,미국 재향 군인회
americanologist,미국 정책 연구가
johnson,미국 제 36대 대통령
wilson,미국 제28대 대통령
monroe,미국 제5대 대통령
detroit,미국 주 남동부의 대공업 도시
miami,미국 주 남동부의 해안도시
concord,미국 주 동부의 도시
sierranevada,미국 주 동부의 산맥
georgian,미국 주의
eureka,미국 주의 표어
annapolis,미국 주의 항시
oklahoma,미국 중남부의 주
illinois,미국 중부의 주
kansas,미국 중앙의 주
kansan,미국 중앙의 주의
greenback,미국 지폐
yerba,미국 캘리포니아주산의 4년생 초 상록초
coloradan,미국 콜로라도주의
alamo,미국 텍사스주에 있는 지명
americanist,미국 특유의 말
philadelphia,미국 펜실베이니아주 남동부의 도시
naca,미국 항공 자문위원회
nas,미국과학 학회
starspangled,미국국가
tennessee,미국남동부의 주
opossum,미국남부산 주머니쥐
raccoon,미국너구리
ncaa,미국대학체육협회
florida,미국동남쪽 끝의 주
noaa,미국립 해양 대기권국 노아
erie,미국북동부의오대호의하나
idaho,미국북서부의 주
oregon,미국북서부의 주
dominique,미국산 닭의 일종
durocjersey,미국산 듀록 저지종의 돼지
vireo,미국산 명금
surfriding,미국서 생긴 재즈의 하나
yankeeism,미국식 어법
americanize,미국식으로 하다
yankeefy,미국식으로 하다
wetback,미국에 불법 입국하는 멕시코인
surfing,미국에서 생긴 재즈의 하나
yankee,미국인
amerasian,미국인과 동양인의 튀기
pontiac,미국제 자동차 이름
arkansas,미국중남부의 주
missouri,미국중부의 주
americanization,미국화
labyrinth,미궁
glidingly,미그러지듯
micrometeorology,미기상학
microclimate,미기후
loach,미꾸라지
mudfish,미꾸라지
glide,미끄러뜨리다
lubricous,미끄러운
gliding,미끄러지는
sliding,미끄러지는
slider,미끄러지는 것
glider,미끄러지는 사람
sashay,미끄러지듯이 나아가다
nonskid,미끄러지지 않는
skidproof,미끄러지지 않는
cleat,미끄럼 막이
antiskid,미끄럼 방지의
rollway,미끄럼대
skid,미끄럼막이
skidway,미끄럼판
lubricative,미끄럽게 하는
lubrication,미끄럽게 함
butterfish,미끈거리는물고기
lure,미끼
decoyduck,미끼 구실하는 사람
shill,미끼꾼
umbelliferous,미나리과의
samphire,미나리과의 식물
toothwort,미나리냉이속의 식물
buttercup,미나리아재비
crowfoot,미나리아재비
ranunculus,미나리아재비속
celandine,미나리아재비의 일종
apollo,미남
goodlooker,미남
sparkish,미남인 체 뽐내는
nonpayment,미납
minerva,미네르바
minnesotan,미네소타주 사람
looker,미녀
birddom,미녀의 세계
minorca,미노르카
minos,미노스 섬의 왕
minoan,미노아 사람
pushing,미는
pusher,미는 사람
weatherboard,미늘 판자
brigandine,미늘갑옷의 일종
slatting,미늘널
louver,미늘살 창
halberd,미늘창
pike,미늘창
minipig,미니 돼지
minidress,미니 드레스
miniblackhole,미니 블랙홀
miniseries,미니 시리즈
minimagazine,미니 잡지
minitrack,미니 트랙
minimine,미니민
minivan,미니밴
minicell,미니세포
miniskirt,미니스커트
minneapolis,미니애폴리스
minipants,미니팬츠
minim,미님액량의 단위
midas,미다스
trustworthy,미덥다
midiskirt,미드스커트
middlesex,미들 섹스잉글랜드 남동부의 옛 주
middleweight,미들급 선수
midlothian,미들로디언
unscaled,미등반의
mediacracy,미디어크라시
mediumsized,미디엄 사이즈의
mummy,미라
mummify,미라로 만들다
delphology,미래 예측 방식의 연구
futurama,미래상
interfutures,미래상관
futurity,미래의상태
futurism,미래파
futurist,미래파의
futuristic,미래파의
futuristics,미래학
futurology,미래학
futurologist,미래학자
atom,미량
particle,미량
scruple,미량
microanalysis,미량 분석
microelement,미량 원소
microbalance,미량 천칭
microchemistry,미량 화학
stupidity,미련
clumsiness,미련
awkwardness,미련
maze,미로
cottonwood,미루나무
procrastinator,미루는 사람
assumable,미루어 헤아릴 수 있는
predetermine,미리 결정하다
forewarn,미리 경계하다
premonish,미리 경고하다
premeditate,미리 꾀하다
putup,미리 꾸민
prefigure,미리 나타내다
pre,미리 따위의 뜻
precompose,미리 만들다
prefabrication,미리 만들어 냄
forearm,미리 무장하다
precalculate,미리 산출하다
presuppose,미리 상상하다
aforethought,미리 생각된
premix,미리 섞어 놓은 것
presell,미리 선전하다
preestablish,미리 설립하다
preshrunk,미리 수축시킨
prescient,미리 아는
preacquaintance,미리 알림
precognition,미리 앎
predoom,미리 운명 짓다
precondemn,미리 유죄로 결정하다
preappoint,미리 임명하다
precut,미리 자르다
predefine,미리 정의하다
preprocess,미리 조사
precook,미리 조사하다
preexamine,미리 조사하다
preset,미리 조절하다
canned,미리 준비된
predesignate,미리 지정하다
prepunch,미리 찍어 넣다
presanctified,미리 축성된
prearrange,미리 타합하다
precast,미리 틀에 넣어 만든
prejudge,미리 판단하다
preconcert,미리 협정하다
preformative,미리 형성하는
preform,미리 형성하다
preadmonish,미리 훈계하다
prebuilt,미리건조된
foreknow,미리알다
foresee,미리알다
particulate,미리자의
prescreen,미리차단하다
preconsideration,미리하는 고려
granule,미립
corpuscle,미립자
corpuscular,미립자의
delusion,미망
illusionism,미망설
goodlooks,미모
disillusion,미몽
micrology,미물학
petty,미미
tenuous,미미한
nonage,미발달
embryonic,미발달의
finery,미복
temporization,미봉
bandaid,미봉책
empennage,미부
differential,미분
fluxion,미분계수
unallocated,미분양
unassigned,미분양
arrear,미불
unpaidfor,미불의
incompletion,미비
missal,미사전서
acescent,미산성의
microbe,미생물
microorganism,미생물
microbiology,미생물학
sylph,미소녀
adonis,미소년
cupid,미소년
folkish,미속풍의
folklike,미속풍의
loblolly,미송의일종
uncollected,미수
unaccomplished,미수
greenness,미숙
immaturity,미숙
verdancy,미숙
rouseabout,미숙련 노동자
roustabout,미숙련 노동자
incubator,미숙아 보육기
isolette,미숙아 보육기
greenly,미숙하게
halfbaked,미숙한
immature,미숙한
unpracticed,미숙한
halfcooked,미숙한
underripe,미숙한
salon,미술 전람회장
virtuosity,미술 취미
arthistorical,미술사의
virtu,미술품
virtuoso,미술품 감정가
curioso,미술품 애호가
powdered,미숫가루
mishnah,미슈나
missense,미스센스
mistral,미스트랄
microeconomics,미시 경제학
michigander,미시간주 사람
michigan,미시간호
gastronomy,미식
epicurism,미식주의
gourmandism,미식주의
regale,미식하다
superstition,미신
superstitious,미신저긴
untried,미심리의
interrogatively,미심쩍게
questioningly,미심쩍게
interrogative,미심쩍어 하는
unconvinced,미심쩍어하는
inquiring,미심쩍은
misdoubt,미심쩍은 생각
facial,미안술
unapologetic,미안해 하지 않는
tasimeter,미압계
aphrodisiac,미약
puny,미약한
bather,미역감는 사람
lave,미역감다
myoglobin,미오글로빈
tepidarium,미온 욕실
tepid,미온의
milktoast,미온적인
hemistich,미완구
imperfect,미완료시제
imperfective,미완료형
incompltion,미완성
incomplete,미완성의
unfinished,미완성의
hairdressing,미용
rhytidectomy,미용 정형
slimnastics,미용 체조
facepack,미용 팩
cosmetology,미용술
hairstyling,미용업
trichologist,미용의 전문가
cosmetician,미용전문가
calisthenics,미용체조
calisthenic,미용체조의
buddybuddy,미운 녀석
hateless,미워하지 않는
microvillus,미융모
embalmment,미이라로 만듦
executory,미이행의
dauber,미장이
paasterer,미장이
coccyx,미저골
coccygeal,미저골의
aesthetics,미적 정서의 연구
integrodifferential,미적분의
indecisively,미적지근하게
dubious,미정의
microcrystalline,미정질의
miserere,미제레레의 기도
manicurist,미조술사
finetune,미조정하다
tepefy,미지근하게 하다
tepidity,미지근함
unbeknown,미지의
uncharted,미지의
undiscovered,미지의
midgetman,미지트맨
microseismometry,미진 측정법
microseismograph,미진계
obscurity,미천
unliquidated,미청산의
mitchell,미첼
madly,미쳐서
disemployed,미취업의
exulting,미칠듯이 기뻐하는
overjoy,미칠듯이 기뻐하다
mycenae,미케네
agamemnon,미케네의 왕
micronesia,미크로네시아
micronesian,미크로네시아 말
submicron,미크론 이하의 입자로 된
micron,미크롱
metricize,미터법으로 고치다
metricate,미터법으로 이행하다
metric,미터법의
mitochondria,미토콘드리아
mitt,미트
mithraism,미트라교
mithraist,미트라신 예배자
breezy,미풍의
zephyrean,미풍의
aesthetician,미학자
america,미국
pend,미해결인 체로 있다
shadowing,미행
planetesimal,미행성체
infatuation,미혹
spinster,미혼여성
spinsterhood,미혼여성
divorcee,미혼자
beautirication,미화
glofification,미화
microfossil,미화석
houseproud,미화에 열심인
beautifler,미화하는 것
uncomfirmed,미확인
unverified,미확인
unrealized,미회수의
blender,믹서
liquidizer,믹서
liquidize,믹서로 액상화하다
mixi,믹시
folklore,민간전승
responsiveness,민감
sensitize,민감하게 하다
undiscriminating,민감하지 않은
impressionable,민감한
whiggism,민권주의
blindstamp,민누름하다
dandelion,민들레
taraxacum,민들레 무리
scabious,민들망초
unbecoming,민망하다
dunlin,민물도요
cds,민방위 위원회
civilly,민법상
choco,민병
trainband,민병단
trfainer,민병대원
folkcraft,민속 공예
folklorism,민속 연구
folkloristics,민속연구
folklorist,민속학자
numbers,민수기
drumfish,민어과의 물고기
weakfish,민어과의 식용어
folksinger,민요 가수
balladeer,민요 시인
canzone,민요풍의 가곡
ombudsman,민원 조사관
ethnoscience,민족 과학
uhuru,민족 독립
ethnogeny,민족 발생학
ethnicism,민족 분리주의
ethnopsychology,민족 심리학
ethnolinguistics,민족 언어학
ethnomusicology,민족 음악학
faln,민족 해방군
fln,민족 해방전선
apartheid,민족격리
nationstate,민족국가
peoplehood,민족성
ethnically,민족적으로
ethnography,민족지
ethnographer,민족지적인
ethnologic,민족학의
selfgoverning,민주 정치
democratism,민주주의의 이론
democrat,민주주의자
democratize,민주화하다
demos,민중
folklife,민중 생활
demagogy,민중 선동가
demotics,민중과 사회의 연구
swifthanded,민첩하다
storiology,민화 연구
alacrity,민활
mercuriality,민활
alacritous,민활한
unbelievable,믿기 어려운
trusting,믿는
incredibilty,믿어 지지 않음
received,믿어지고 있는
wellplaced,믿으 수 있는
unbelieving,믿으려 하지 않는
believable,믿을 수 있는
